case,compute_ops,components,largest_component_work_fraction,compute_work_m,compute_work_v,smaller_pipe_fraction,dependency_path_proxy,average_compute_cycles,fork_fraction,join_fraction,graph_sha256,parallelism_proxy,p1_makespan,p1_speedup,p1_added_copy,p1_active_cores,p1_subgraphs,p1_tiny_subgraph_fraction,p1_largest_subgraph_work_fraction,p1_fixed_core_work_fraction,p1_global_compute_floor_fraction,p1_modeled_copy_in_bytes,p1_modeled_repeat_cacheable_bytes,p1_modeled_repeat_fraction,p1_shared_logical_keys,p2_makespan,p2_speedup,p2_added_copy,p2_active_cores,p2_subgraphs,p2_tiny_subgraph_fraction,p2_largest_subgraph_work_fraction,p2_fixed_core_work_fraction,p2_global_compute_floor_fraction,p2_modeled_copy_in_bytes,p2_modeled_repeat_cacheable_bytes,p2_modeled_repeat_fraction,p2_shared_logical_keys,p3_makespan,p3_speedup,p3_added_copy,p3_active_cores,p3_subgraphs,p3_tiny_subgraph_fraction,p3_largest_subgraph_work_fraction,p3_fixed_core_work_fraction,p3_global_compute_floor_fraction,p3_modeled_copy_in_bytes,p3_modeled_repeat_cacheable_bytes,p3_modeled_repeat_fraction,p3_shared_logical_keys,overlapping_structural_labels
case_076,32528,809,0.003784906373218477,6061644,947248,0.1351494644231927,2774,215.47257747171668,0.00033817019183472703,0.44490900147565177,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,2526.6373467916364,1229020,5.0325568339001805,38182912,5,40,0.0,0.15884851344974044,0.9867211274023205,0.9864192608745179,18499584,14230528,0.769235027122772,1644,1232186,5.01962609541092,33310720,5,12,0.08333333333333333,0.49813907965193566,0.9841858290874916,0.9838847381807617,18511872,14230528,0.7687244164177454,1644,1229998,5.028555330984278,33293312,5,32528,1.0,0.0008422777923216135,0.9859365624984756,0.9856349359917659,18511872,14230528,0.7687244164177454,1644,many_independent_components;repeated_logical_reads
case_077,4486,41,0.24435677567300274,415406,136672,0.2475592217041795,15619,123.06687472135533,0.25546143557735174,0.4554168524297815,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,35.3465650809911,119429,4.14740138492326,401408,5,9,0.0,0.690435321404349,0.7244471610747808,0.6956601830376207,2313292,172032,0.07436674661045817,7,114545,4.324239381902309,172032,5,4486,1.0,0.01798419834999345,0.755336330699725,0.7253219258806582,2313292,172032,0.07436674661045817,7,114545,4.324239381902309,172032,5,4486,1.0,0.01798419834999345,0.755336330699725,0.7253219258806582,2313292,172032,0.07436674661045817,7,many_independent_components;fork_join_parallel_potential;p1_heavy_task;mixed_m_v_work
case_078,1024,8,0.125,2037888,103296,0.04824246771879483,246816,2091.0,0.1875,0.1875,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,8.675223648385842,619540,3.706206217516222,15039360,4,8,0.0,0.41116957742841465,0.8223391548568293,0.6578719695257772,8692224,6445440,0.7415179360311009,54,488618,4.699259953583372,14085120,5,963,1.0,0.010658633124444863,0.8382990393313386,0.8341444645919717,13586304,9105408,0.6701902150871937,164,459213,5.000169855818542,13757952,5,1024,1.0,0.011341142345708854,0.91466051701498,0.8875576257640789,13256832,8761344,0.6608927381745503,163,many_independent_components;p1_heavy_task;repeated_logical_reads
case_079,18720,288,0.003472222222222222,29424384,3760128,0.11330972714017913,5952,1772.676923076923,0.0,0.49230769230769234,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,5575.354838709677,6056359,5.12721438739018,37085184,5,10,0.0,0.4892167059449415,0.978433411889883,0.9716856282793012,22437888,16625664,0.7409638554216867,1122,6008220,5.168294603060474,38438912,5,18720,1.0,0.0005152940471553971,0.98627280625543,0.979470958120708,22437888,16625664,0.7409638554216867,1122,6007100,5.169258211116845,38438912,5,18720,1.0,0.0005153901216893343,0.9864566929133858,0.9796535766010221,22437888,16625664,0.7409638554216867,1122,many_independent_components;p1_heavy_task;repeated_logical_reads
case_080,1098,18,0.05555555555555555,289044,20520,0.06628677753227119,746,281.9344262295082,0.0,0.4918032786885246,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,414.9651474530831,95868,3.047294196186423,2793472,4,8,0.0,0.5025034422330704,0.8375057370551174,0.6030062168815454,3555328,1650688,0.4642857142857143,155,79721,3.6645049610516676,2109440,5,1098,1.0,0.006497660591312201,0.8057099133227129,0.7251414307397047,3809280,1904640,0.5,155,75051,3.892526415370881,2109440,5,1098,1.0,0.006901973324805799,0.8558446922759191,0.7702628879028927,3809280,1904640,0.5,155,many_independent_components;p1_heavy_task;repeated_logical_reads
case_081,3485,85,0.011764705882352941,0,151725,0.0,407,43.53658536585366,0.04878048780487805,0.2682926829268293,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,372.7886977886978,30943,4.905632937982743,0,5,5,0.0,0.9806741427786575,0.9806741427786575,0.9806741427786575,1044820,0,0.0,0,30943,4.905632937982743,0,5,5,0.0,0.9806741427786575,0.9806741427786575,0.9806741427786575,1044820,0,0.0,0,30943,4.905632937982743,0,5,5,0.0,0.9806741427786575,0.9806741427786575,0.9806741427786575,1044820,0,0.0,0,many_independent_components;p1_heavy_task;fine_grained_compute
case_082,4113,1,1.0,567936,359766,0.38780341100913873,54690,225.55361050328227,0.2813031850230975,0.5275954291271578,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,16.962918266593526,386894,1.8636655001111415,2689236,5,66,0.5606060606060606,0.35858917429580195,0.5337482617978051,0.2935894586114026,1804826,789140,0.43723882523855484,73,206067,3.4990609850194354,8262966,5,4113,1.0,0.019993497260599707,0.573716315567267,0.5512187783584951,5050924,1650262,0.3267247735265864,303,195762,3.6832531339075,8262966,5,4113,1.0,0.021045963976665544,0.603917001256628,0.5802351835391956,5050924,1650262,0.3267247735265864,303,dominant_connected_region;fork_join_parallel_potential;repeated_logical_reads;mixed_m_v_work
case_083,3844,31,0.03225806451612903,810836,71300,0.0808265392184425,28456,229.48387096774192,0.1935483870967742,0.1935483870967742,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,31.0,412888,2.562421286159927,17453280,5,10,0.0,0.25339559396252737,0.4434422894344229,0.39276510821336535,4905952,3721600,0.75858875097025,50,259240,4.081133312760376,13235584,5,3844,1.0,0.002245023916062336,0.6315383428483259,0.625551612405493,9662944,4919168,0.5090754950044211,473,222425,4.7566280768798475,13235584,5,3844,1.0,0.0026166123412386198,0.7360683376419017,0.7290907047319322,9662944,4919168,0.5090754950044211,473,many_independent_components;fork_join_parallel_potential;repeated_logical_reads
case_084,8616,1077,0.0009285051067780873,1266552,1240704,0.4948453608247423,2328,291.0,0.25,0.25,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,1077.0,503472,4.98024120507198,0,5,5,0.0,0.5045285537229478,0.5045285537229478,0.5031282772428258,9927786,0,0.0,0,503472,4.98024120507198,0,5,5,0.0,0.5045285537229478,0.5045285537229478,0.5031282772428258,9927786,0,0.0,0,503472,4.98024120507198,0,5,5,0.0,0.5045285537229478,0.5045285537229478,0.5031282772428258,9927786,0,0.0,0,many_independent_components;fork_join_parallel_potential;p1_heavy_task;mixed_m_v_work
case_085,19737,1,1.0,2565216,1724706,0.40203668038719587,165564,217.35430916552667,0.2758777929776562,0.540811673506612,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,25.910958904109588,2760933,1.1546455491676184,4246258,5,72,0.4166666666666667,0.10394746993136016,0.8069909700814906,0.1858226910975384,2782910,731032,0.2626861810119623,73,869620,3.66585290126722,38726264,5,19737,1.0,0.004737701524803938,0.5946965341183506,0.5899634323037649,22158542,5875864,0.2651737645915512,1187,816858,3.902635464181045,38726264,5,19737,1.0,0.005043716288510365,0.6331088145063156,0.6280699950297359,22158542,5875864,0.2651737645915512,1187,dominant_connected_region;fork_join_parallel_potential;repeated_logical_reads;mixed_m_v_work
case_086,5274,1,1.0,79182,78060,0.4964322509253253,6894,29.814562002275313,0.279484262419416,0.533940083428138,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,22.808529155787642,86066,1.375723282132317,1676764,4,61,0.47540983606557374,0.25701206051170034,0.3729695814839774,0.18400994585550623,996470,386512,0.38788122070910314,83,45893,2.579979517573486,1780850,4,5274,1.0,0.00954393916283529,0.48857124180158196,0.3450853071274486,1407160,634290,0.45075897552517125,205,42862,2.7624235919929077,2118390,5,5274,1.0,0.01021884186458868,0.43693714712332604,0.369488124679203,1592492,749782,0.4708230873373304,213,dominant_connected_region;fork_join_parallel_potential;fine_grained_compute;repeated_logical_reads;mixed_m_v_work
case_087,27556,196,0.1988568528063942,3593280,882784,0.1972232747342308,82063,162.43518652924953,0.21784729278560022,0.508165190884018,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,54.54424040066778,879179,4.52020692031998,14544428,5,30,0.0,0.46331861884781145,0.8220169044074074,0.8174171585081081,12899804,6981120,0.541180315607896,435,865736,4.5903959174621365,8501760,5,27556,1.0,0.0030078453477734553,0.8347810417956514,0.8301098718315977,11517404,5598720,0.4861095434353089,420,865731,4.590422429137919,8501760,5,27556,1.0,0.003007862719482149,0.8347858630452184,0.8301146661029811,11517404,5598720,0.4861095434353089,420,many_independent_components;fork_join_parallel_potential;p1_heavy_task;repeated_logical_reads
case_088,3309,31,0.8329809183763061,173608,99744,0.36489215370657613,32229,82.6086430945905,0.27802961619824723,0.4508915080084618,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,8.481553880045922,174545,1.3957604056260564,1222870,5,76,0.39473684210526316,0.17861296513793004,0.39102810163568136,0.19892864304334126,2402070,443538,0.18464824089223045,12,89756,2.714280939435804,2468882,4,1650,0.9836363636363636,0.03449351575382147,0.49855162886046617,0.3868487900530327,3684724,1466066,0.3978767473493266,196,82216,2.9632066750997375,2468882,4,1650,0.9836363636363636,0.03765690376569038,0.5442736207064318,0.42232655444195777,3684724,1466066,0.3978767473493266,196,dominant_connected_region;fine_grained_compute;repeated_logical_reads;mixed_m_v_work
case_089,5120,40,0.025,589120,109760,0.15705128205128205,16272,136.5,0.1875,0.1875,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,42.94985250737463,147432,4.701096098540344,954880,5,5,0.0,0.7991752129795431,0.7991752129795431,0.7991752129795431,1357440,954880,0.7034417727487035,54,140432,4.935427822718469,4102400,5,5120,1.0,0.002136265238692036,0.8486669704910562,0.8390110516121682,2930048,1071360,0.3656458870298371,112,139354,4.973606785596394,4102400,5,5120,1.0,0.002152790734388679,0.855231999081476,0.8455013849620391,2930048,1071360,0.3656458870298371,112,many_independent_components;fork_join_parallel_potential;p1_heavy_task;repeated_logical_reads
case_090,1664,13,0.07692307692307693,840528,59280,0.06588072122052704,63936,540.75,0.1875,0.1875,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,14.073573573573574,494219,2.384293197954753,24269112,5,10,0.0,0.26164918791062264,0.3924737818659339,0.34014475364160424,10782336,8593920,0.797036931514655,54,290083,4.0621580720000825,7972848,4,1664,1.0,0.004550421775836571,0.7413878096958457,0.5795100023096837,9163632,6092208,0.6648246022974297,174,232265,5.073355865067918,10140672,5,1664,1.0,0.005683163627752783,0.7298215400512346,0.7237681097022797,11471616,8474496,0.7387360246368079,98,many_independent_components;fork_join_parallel_potential;repeated_logical_reads
case_091,31554,513,0.0062107904009555065,8981360,931710,0.0939880380144597,56912,314.1620713697154,0.003929771185903531,0.4570577422830703,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,174.18242198481866,1861235,4.935845822800452,66314752,5,70,0.0,0.08557758692481068,0.9650968308676766,0.9650968308676766,25722880,19187200,0.7459195859872612,1417,1867312,4.919782553745705,57919488,5,31554,1.0,0.0006233559255228907,0.9625793654193836,0.9619560094938607,25650176,19113472,0.7451594874046868,1417,1863993,4.928542650106519,57919488,5,31554,1.0,0.000624465864410435,0.9642933208440161,0.9636688549796056,25650176,19113472,0.7451594874046868,1417,many_independent_components;repeated_logical_reads
case_092,17608,142,0.007042253521126761,3714152,326600,0.0808265392184425,28456,229.48387096774192,0.1935483870967742,0.1935483870967742,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,142.0,1618214,2.975844974768479,69058400,5,10,0.0,0.2424524815630071,0.4687414643551471,0.4590437358717697,5815264,3721600,0.6399709454291327,50,786613,6.121884586194228,4327808,5,17608,1.0,0.0007398809834060714,0.9495520668994791,0.9443411181864525,5864416,3721600,0.6346070947217932,50,774426,6.21822356170893,4327808,5,17608,1.0,0.0007515243548124675,0.9644949937114715,0.9592020412537802,5864416,3721600,0.6346070947217932,50,many_independent_components;fork_join_parallel_potential;repeated_logical_reads
case_093,552,69,0.014492753623188406,73968,12144,0.14102564102564102,400,156.0,0.0,0.375,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,215.28,15876,4.674036281179139,32768,5,5,0.0,0.9453262786596119,0.9453262786596119,0.9318468127991938,606208,32768,0.05405405405405406,4,15630,4.747600767754319,32768,5,552,1.0,0.017146513115802942,0.9602047344849648,0.9465131158029431,606208,32768,0.05405405405405406,4,15630,4.747600767754319,32768,5,552,1.0,0.017146513115802942,0.9602047344849648,0.9465131158029431,606208,32768,0.05405405405405406,4,many_independent_components;p1_heavy_task
case_094,647,40,0.0637504648568241,70944,36616,0.34042394942357757,2484,166.24420401854715,0.11282843894899536,0.21792890262751158,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,43.30112721417069,23422,4.051404662283323,318816,4,8,0.0,0.5236102809324567,0.7577491247545043,0.6057979677226539,790144,318816,0.4034910092337599,14,20970,4.525131139723414,283776,5,647,1.0,0.04177396280400572,0.6929899856938484,0.6766332856461612,730528,259200,0.35481186210521704,14,20156,4.70787854733082,283776,5,647,1.0,0.04346100416749355,0.720976384203215,0.7039591188727922,730528,259200,0.35481186210521704,14,many_independent_components;fork_join_parallel_potential;p1_heavy_task;repeated_logical_reads;mixed_m_v_work
case_095,3696,462,0.0021645021645021645,1069992,1014552,0.4867021276595745,4512,564.0,0.25,0.25,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,462.0,420852,4.953886401870491,0,5,5,0.0,0.5117903681104046,0.5117903681104046,0.5084899204470931,8516508,0,0.0,0,420852,4.953886401870491,0,5,5,0.0,0.5117903681104046,0.5117903681104046,0.5084899204470931,8516508,0,0.0,0,420852,4.953886401870491,0,5,5,0.0,0.5117903681104046,0.5117903681104046,0.5084899204470931,8516508,0,0.0,0,many_independent_components;fork_join_parallel_potential;p1_heavy_task;mixed_m_v_work
case_096,1198,50,0.28632845165855436,40144,53130,0.4303878894440037,9417,77.85809682804674,0.07679465776293823,0.14273789649415694,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,9.904852925560157,26984,3.120145271271865,78336,4,4,0.0,0.9897346575748591,0.9897346575748591,0.39378891194782095,288596,78336,0.2714382735727453,8,24231,3.474639924064215,764004,3,1198,1.0,0.024266435557756594,0.9579051628079732,0.4385291568651727,683590,198784,0.2907941894995538,59,24072,3.497590561648388,764004,3,1198,1.0,0.024426719840478565,0.9642323030907278,0.4414257228315055,683590,198784,0.2907941894995538,59,many_independent_components;p1_heavy_task;fine_grained_compute;repeated_logical_reads;mixed_m_v_work
case_097,6592,64,0.015625,10303488,1331712,0.11445544554455446,23904,1765.0485436893205,0.0,0.49514563106796117,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,486.7469879518072,2102348,5.466035594487687,21311488,5,5,0.0,0.995504074491949,0.995504074491949,0.9801888174555307,21299200,17039360,0.8,832,2102294,5.466175996316405,21319680,5,6592,1.0,0.0014726769899928364,0.9955296452351574,0.9802139948075769,21299200,17039360,0.8,832,2101714,5.467684470865208,21319680,5,6592,1.0,0.0014730833976459214,0.9958043768086429,0.9804844997939777,21299200,17039360,0.8,832,many_independent_components;p1_heavy_task;repeated_logical_reads
case_098,1365,27,0.49560270448951926,17296,162701,0.09609049039706218,6783,131.86593406593406,0.07032967032967033,0.18095238095238095,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,26.536488279522334,89756,1.9768037791345425,0,2,2,0.0,0.993883417264584,0.993883417264584,0.3625495788582379,697912,0,0.0,0,45597,3.891264776191416,858868,5,976,0.9918032786885246,0.022720793034629472,0.7850735794021536,0.7136653727218896,1352628,450620,0.3331440721321753,64,44288,4.006277095375722,875252,5,1365,1.0,0.02339234104046243,0.808277637283237,0.7347588511560693,1352628,434236,0.3210313552580606,64,fork_join_parallel_potential;p1_heavy_task;repeated_logical_reads
case_099,6296,202,0.009829307368561387,1595484,144720,0.08316266368770558,2826,276.39834815756035,0.0019059720457433292,0.4161372299872935,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,615.7834394904459,337075,4.814949195282949,10698752,5,5,0.0,0.9493554846844174,0.9493554846844174,0.9466646888674627,9599232,7065600,0.7360588847107769,444,330651,4.908495664613142,6586368,5,468,0.5897435897435898,0.0747616066487021,0.9677998856800675,0.9650568121675119,8677632,6144000,0.7080272590494734,444,325469,4.986646961769017,8830976,5,6296,1.0,0.00632932783152927,0.9832088463110158,0.9804220985715998,8677632,6144000,0.7080272590494734,444,many_independent_components;p1_heavy_task;repeated_logical_reads
case_100,1394,43,0.34713149371365376,62556,102007,0.38013405200439954,4830,118.05093256814921,0.04591104734576758,0.21377331420373027,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,34.071014492753626,57811,2.6158170590372074,0,3,4,0.0,0.9881337461728736,0.9881337461728736,0.35290861600733425,436006,0,0.0,0,57811,2.6158170590372074,0,3,43,0.20930232558139536,0.9881337461728736,0.9881337461728736,0.35290861600733425,436006,0,0.0,0,57811,2.6158170590372074,0,3,43,0.20930232558139536,0.9881337461728736,0.9881337461728736,0.35290861600733425,436006,0,0.0,0,many_independent_components;p1_heavy_task;mixed_m_v_work
