case,problem,cores,makespan,added_copy,original_singlecore,source,plan,speedup
case_037,2,2,105374,204800,210001,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_037_multicore_res.json,1.992910964754114
case_037,2,3,74038,491520,210001,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_037_multicore_res.json,2.836394824279424
case_037,2,4,53320,614400,210001,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_037_multicore_res.json,3.938503375843961
case_037,2,5,43013,778240,210001,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_037_multicore_res.json,4.882268151489085
case_037,3,1,210001,0,210001,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_037_multicore_res.json,1.0
case_037,3,2,105374,204800,210001,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_037_multicore_res.json,1.992910964754114
case_037,3,3,74038,491520,210001,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_037_multicore_res.json,2.836394824279424
case_037,3,4,53320,614400,210001,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_037_multicore_res.json,3.938503375843961
case_037,3,5,43013,778240,210001,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_037_multicore_res.json,4.882268151489085
case_038,1,1,1353756,7113216,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_038_multicore_res.json,1.0079770652909388
case_038,1,2,681518,6790656,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_038_multicore_res.json,2.002228847954126
case_038,1,3,456502,7908864,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_038_multicore_res.json,2.9891544834414745
case_038,1,4,345206,9295872,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_038_multicore_res.json,3.9528716186856543
case_038,1,5,276053,8454144,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_038_multicore_res.json,4.943090638391903
case_038,2,1,1364555,5627904,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_038_multicore_res.json,1.0
case_038,2,2,677265,6798848,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_038_multicore_res.json,2.014802182306778
case_038,2,3,457910,5497344,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_038_multicore_res.json,2.9799633115677753
case_038,2,4,339551,6811648,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_038_multicore_res.json,4.0187041121952225
case_038,2,5,277456,7258624,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_038_multicore_res.json,4.918095121388617
case_038,3,1,1363312,5627904,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_038_multicore_res.json,1.0009117502083162
case_038,3,2,677060,6798848,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_038_multicore_res.json,2.015412223436623
case_038,3,3,457545,5411328,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_038_multicore_res.json,2.9823405348107834
case_038,3,4,337655,6811648,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_038_multicore_res.json,4.0412699352889785
case_038,3,5,275192,9667584,1364555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_038_multicore_res.json,4.958556208029303
case_039,1,1,1408153,10416128,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_039_multicore_res.json,1.019251459180927
case_039,1,2,707704,9543680,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_039_multicore_res.json,2.028054101714841
case_039,1,3,485565,14323712,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_039_multicore_res.json,2.9558596686334475
case_039,1,4,387558,11976704,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_039_multicore_res.json,3.703347627967943
case_039,1,5,316542,9805824,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_039_multicore_res.json,4.534191355333573
case_039,2,1,1435262,7929856,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_039_multicore_res.json,1.0
case_039,2,2,707094,19521536,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_039_multicore_res.json,2.0298036753246387
case_039,2,3,483565,14925824,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_039_multicore_res.json,2.9680849523848916
case_039,2,4,373028,12165120,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_039_multicore_res.json,3.8475985716889887
case_039,2,5,308167,10448896,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_039_multicore_res.json,4.657416271047841
case_039,3,1,1435262,7929856,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_039_multicore_res.json,1.0
case_039,3,2,705335,11067392,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_039_multicore_res.json,2.0348657021131804
case_039,3,3,481474,14344192,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_039_multicore_res.json,2.980975088997537
case_039,3,4,367436,17604608,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_039_multicore_res.json,3.9061550855114904
case_039,3,5,300221,10452992,1435262,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_039_multicore_res.json,4.780684895460344
case_040,1,1,253833,113930,253454,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_040_multicore_res.json,0.9985068923268449
case_040,1,2,143594,24576,253454,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_040_multicore_res.json,1.7650737495995654
case_040,1,3,110105,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_040_multicore_res.json,2.301929975932065
case_040,1,4,110105,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_040_multicore_res.json,2.301929975932065
case_040,1,5,110105,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_040_multicore_res.json,2.301929975932065
case_040,2,1,253454,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_040_multicore_res.json,1.0
case_040,2,2,137591,20540,253454,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_040_multicore_res.json,1.8420826943622766
case_040,2,3,100597,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_040_multicore_res.json,2.5194985933974174
case_040,2,4,100050,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_040_multicore_res.json,2.5332733633183406
case_040,2,5,68324,2162492,253454,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_040_multicore_res.json,3.70958960248229
case_040,3,1,253454,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_040_multicore_res.json,1.0
case_040,3,2,137591,20540,253454,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_040_multicore_res.json,1.8420826943622766
case_040,3,3,100597,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_040_multicore_res.json,2.5194985933974174
case_040,3,4,100050,0,253454,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_040_multicore_res.json,2.5332733633183406
case_040,3,5,63092,2162492,253454,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_040_multicore_res.json,4.0172129588537375
case_041,1,1,5963739,30357504,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_041_multicore_res.json,1.0067437558887133
case_041,1,2,2992480,33490944,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_041_multicore_res.json,2.006348246270652
case_041,1,3,1993597,33042432,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_041_multicore_res.json,3.011620202076949
case_041,1,4,1494574,33045504,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_041_multicore_res.json,4.017169440924303
case_041,1,5,1196379,40630272,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_041_multicore_res.json,5.018440644645217
case_041,2,1,6003957,30898176,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_041_multicore_res.json,1.0
case_041,2,2,2990074,33490944,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_041_multicore_res.json,2.0079626791845286
case_041,2,3,1991212,34887680,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_041_multicore_res.json,3.015227409236184
case_041,2,4,1490603,39164928,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_041_multicore_res.json,4.027871270888358
case_041,2,5,1194924,18518016,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_041_multicore_res.json,5.02455135221989
case_041,3,1,6001575,30898176,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_041_multicore_res.json,1.0003968958148486
case_041,3,2,2985657,33490944,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_041_multicore_res.json,2.0109332719733044
case_041,3,3,1989217,33050624,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_041_multicore_res.json,3.018251402436235
case_041,3,4,1487676,39164928,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_041_multicore_res.json,4.035796100763876
case_041,3,5,1191935,40630272,6003957,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_041_multicore_res.json,5.037151354729914
case_042,1,1,1674351,8189952,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_042_multicore_res.json,1.0073992848572373
case_042,1,2,840111,7262496,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_042_multicore_res.json,2.007758498579354
case_042,1,3,571947,8251680,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_042_multicore_res.json,2.9491194114139945
case_042,1,4,433223,17044896,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_042_multicore_res.json,3.8934682599954296
case_042,1,5,342220,10187904,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_042_multicore_res.json,4.928817719595582
case_042,2,1,1686740,6629376,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_042_multicore_res.json,1.0
case_042,2,2,834436,7262496,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_042_multicore_res.json,2.021413265966473
case_042,2,3,566534,8258848,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_042_multicore_res.json,2.9772970377770798
case_042,2,4,437808,8924448,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_042_multicore_res.json,3.852693418119358
case_042,2,5,354324,6993920,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_042_multicore_res.json,4.760445242207697
case_042,3,1,1675633,6629376,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_042_multicore_res.json,1.0066285397816825
case_042,3,2,833725,7262496,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_042_multicore_res.json,2.023137125550991
case_042,3,3,565883,8258848,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_042_multicore_res.json,2.9807221634154057
case_042,3,4,433925,8924448,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_042_multicore_res.json,3.8871694417238003
case_042,3,5,353812,6993920,1686740,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_042_multicore_res.json,4.7673340644183915
case_043,1,1,677677,1152252,677656,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_043_multicore_res.json,0.9999690117858507
case_043,1,2,351328,2398214,677656,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_043_multicore_res.json,1.9288414245377539
case_043,1,3,268776,141320,677656,my_runs/iterative_holdout_b8_v1/case_043/n3/single/summary.json,A题研究/直接迭代/闭环验证_20260925/精选方案/case_043_p1_n3.json,2.5212667797720036
case_043,1,4,243378,4083474,677656,my_runs/reserved_cold_b12_v1/case_043/n4/single/summary.json,A题研究/直接迭代/闭环验证_20260925/精选方案/case_043_p1_n4.json,2.784376566493274
case_043,1,5,222525,6077368,677656,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_043_multicore_res.json,3.0453027749691044
case_043,2,1,677656,49160,677656,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_043_multicore_res.json,1.0
case_043,2,2,352934,458788,677656,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_043_multicore_res.json,1.9200643746422843
case_043,2,3,260496,190524,677656,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_043_multicore_res.json,2.6014065475093666
case_043,2,4,255399,1045530,677656,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_043_multicore_res.json,2.6533228399484727
case_043,2,5,169830,6691004,677656,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_043_multicore_res.json,3.990201966672555
case_043,3,1,677656,49160,677656,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_043_multicore_res.json,1.0
case_043,3,2,352934,458788,677656,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_043_multicore_res.json,1.9200643746422843
case_043,3,3,260496,190524,677656,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_043_multicore_res.json,2.6014065475093666
case_043,3,4,255399,1045530,677656,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_043_multicore_res.json,2.6533228399484727
case_043,3,5,158368,6691004,677656,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_043_multicore_res.json,4.278995756718529
case_044,1,1,162836,4741728,154407,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_044_multicore_res.json,0.9482362622515905
case_044,1,2,96349,222208,154407,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_044_multicore_res.json,1.6025802032195455
case_044,1,3,96349,222208,154407,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_044_multicore_res.json,1.6025802032195455
case_044,1,4,96349,222208,154407,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_044_multicore_res.json,1.6025802032195455
case_044,1,5,96349,222208,154407,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_044_multicore_res.json,1.6025802032195455
case_044,2,1,154407,4438112,154407,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_044_multicore_res.json,1.0
case_044,2,2,44806,1020512,154407,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_044_multicore_res.json,3.446123287059769
case_044,2,3,44806,1020512,154407,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_044_multicore_res.json,3.446123287059769
case_044,2,4,44806,1020512,154407,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_044_multicore_res.json,3.446123287059769
case_044,2,5,44806,1020512,154407,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_044_multicore_res.json,3.446123287059769
case_044,3,1,107814,4438112,154407,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_044_multicore_res.json,1.4321609438477378
case_044,3,2,43843,1021024,154407,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_044_multicore_res.json,3.521816481536391
case_044,3,3,43843,1021024,154407,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_044_multicore_res.json,3.521816481536391
case_044,3,4,43843,1021024,154407,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_044_multicore_res.json,3.521816481536391
case_044,3,5,43210,1021280,154407,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_044_multicore_res.json,3.5734089331173338
case_045,1,1,125852,0,125614,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_045_multicore_res.json,0.998108889807075
case_045,1,2,63059,0,125614,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_045_multicore_res.json,1.99200748505368
