case,problem,cores,mode,makespan,added_copy,byte_hit_rate,time_ratio,copy_saved_vs_fastest,plan,plan_sha256
case_095,3,5,max_byte_hit_within_1pct_time_no_extra_copy,220188,0,0.0,1.0,0,p3/case_095/max_byte_hit_within_1pct_time_no_extra_copy.json,51f798d4c5e9bdad79964b2049ab3a8fb50a166ef79fc04747291d0797b1d982
case_095,3,5,min_copy_within_1pct_time,220188,0,0.0,1.0,0,p3/case_095/min_copy_within_1pct_time.json,51f798d4c5e9bdad79964b2049ab3a8fb50a166ef79fc04747291d0797b1d982
case_095,3,5,min_copy_within_3pct_time,220188,0,0.0,1.0,0,p3/case_095/min_copy_within_3pct_time.json,51f798d4c5e9bdad79964b2049ab3a8fb50a166ef79fc04747291d0797b1d982
case_095,3,5,time_first,220188,0,0.0,1.0,0,p3/case_095/time_first.json,51f798d4c5e9bdad79964b2049ab3a8fb50a166ef79fc04747291d0797b1d982
case_096,3,5,max_byte_hit_within_1pct_time_no_extra_copy,23645,1298500,0.3063342257528447,1.0,0,p3/case_096/max_byte_hit_within_1pct_time_no_extra_copy.json,847c30ea510d7c1ce6db27480decbf244acb352975e3fb5aae43bdf5f405ce2e
case_096,3,5,min_copy_within_1pct_time,23645,1298500,0.3063342257528447,1.0,0,p3/case_096/min_copy_within_1pct_time.json,847c30ea510d7c1ce6db27480decbf244acb352975e3fb5aae43bdf5f405ce2e
case_096,3,5,min_copy_within_3pct_time,23645,1298500,0.3063342257528447,1.0,0,p3/case_096/min_copy_within_3pct_time.json,847c30ea510d7c1ce6db27480decbf244acb352975e3fb5aae43bdf5f405ce2e
case_096,3,5,time_first,23645,1298500,0.3063342257528447,1.0,0,p3/case_096/time_first.json,847c30ea510d7c1ce6db27480decbf244acb352975e3fb5aae43bdf5f405ce2e
case_097,3,5,max_byte_hit_within_1pct_time_no_extra_copy,2094984,17039360,0.7840384615384616,1.0,0,p3/case_097/max_byte_hit_within_1pct_time_no_extra_copy.json,8a42ce6572a9ce8e7b899de42512f9113409c36c4b7b1c5fa897077ffa2ea177
case_097,3,5,min_copy_within_1pct_time,2094984,17039360,0.7840384615384616,1.0,0,p3/case_097/min_copy_within_1pct_time.json,8a42ce6572a9ce8e7b899de42512f9113409c36c4b7b1c5fa897077ffa2ea177
case_097,3,5,min_copy_within_3pct_time,2094984,17039360,0.7840384615384616,1.0,0,p3/case_097/min_copy_within_3pct_time.json,8a42ce6572a9ce8e7b899de42512f9113409c36c4b7b1c5fa897077ffa2ea177
case_097,3,5,time_first,2094984,17039360,0.7840384615384616,1.0,0,p3/case_097/time_first.json,8a42ce6572a9ce8e7b899de42512f9113409c36c4b7b1c5fa897077ffa2ea177
case_098,3,5,max_byte_hit_within_1pct_time_no_extra_copy,43258,1214340,0.35561971618357485,1.0,0,p3/case_098/max_byte_hit_within_1pct_time_no_extra_copy.json,2cc47149f8aca26dd3e5053811ed1fe9ec37e48a2be31ae57e3695b95d25f29d
case_098,3,5,min_copy_within_1pct_time,43258,1214340,0.35561971618357485,1.0,0,p3/case_098/min_copy_within_1pct_time.json,2cc47149f8aca26dd3e5053811ed1fe9ec37e48a2be31ae57e3695b95d25f29d
case_098,3,5,min_copy_within_3pct_time,43258,1214340,0.35561971618357485,1.0,0,p3/case_098/min_copy_within_3pct_time.json,2cc47149f8aca26dd3e5053811ed1fe9ec37e48a2be31ae57e3695b95d25f29d
case_098,3,5,time_first,43258,1214340,0.35561971618357485,1.0,0,p3/case_098/time_first.json,2cc47149f8aca26dd3e5053811ed1fe9ec37e48a2be31ae57e3695b95d25f29d
case_099,3,5,max_byte_hit_within_1pct_time_no_extra_copy,321604,7065600,0.7104568365469237,1.0,0,p3/case_099/max_byte_hit_within_1pct_time_no_extra_copy.json,4fc8e53a70b1899afc0740b20a9df67854097f4ca63de6c49abf61736be01254
case_099,3,5,min_copy_within_1pct_time,321604,7065600,0.7104568365469237,1.0,0,p3/case_099/min_copy_within_1pct_time.json,4fc8e53a70b1899afc0740b20a9df67854097f4ca63de6c49abf61736be01254
case_099,3,5,min_copy_within_3pct_time,321604,7065600,0.7104568365469237,1.0,0,p3/case_099/min_copy_within_3pct_time.json,4fc8e53a70b1899afc0740b20a9df67854097f4ca63de6c49abf61736be01254
case_099,3,5,time_first,321604,7065600,0.7104568365469237,1.0,0,p3/case_099/time_first.json,4fc8e53a70b1899afc0740b20a9df67854097f4ca63de6c49abf61736be01254
case_100,3,5,max_byte_hit_within_1pct_time_no_extra_copy,58085,211968,0.327124236466278,1.0,0,p3/case_100/max_byte_hit_within_1pct_time_no_extra_copy.json,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97
case_100,3,5,min_copy_within_1pct_time,58085,211968,0.327124236466278,1.0,0,p3/case_100/min_copy_within_1pct_time.json,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97
case_100,3,5,min_copy_within_3pct_time,58085,211968,0.327124236466278,1.0,0,p3/case_100/min_copy_within_3pct_time.json,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97
case_100,3,5,time_first,58085,211968,0.327124236466278,1.0,0,p3/case_100/time_first.json,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97
